plot_code,province,pdd_area_rai,month,analysis_mode,scene_count,inside_pixel_count,valid_pixel_count,coverage_pct,qa,mean_ndvi,median_ndvi,median_ndre,median_mndwi,median_mfi
40-VSD,พังงา,277.33,2024-09,single_scene_good,1,4454,4448,99.87,GOOD,0.4963,0.5181,0.3872,-0.1362,0.2193
40-VSD,พังงา,277.33,2024-12,single_scene_good,1,4454,4454,100.0,GOOD,0.5143,0.5471,0.4381,-0.1171,0.2154
40-VSD,พังงา,277.33,2025-03,single_scene_good,1,4454,4451,99.93,GOOD,0.4696,0.4957,0.406,-0.1177,0.1737
40-VSD,พังงา,277.33,2025-06,single_scene_good,1,4454,4432,99.51,GOOD,0.5328,0.5578,0.4193,-0.1212,0.2408
40-VSD,พังงา,277.33,2025-09,single_scene_partial,1,4454,739,16.59,LOW_QA,0.3522,0.335,0.2575,-0.0519,0.1135
40-VSD,พังงา,277.33,2025-12,single_scene_good,1,4454,4454,100.0,GOOD,0.5215,0.551,0.4599,-0.0969,0.1985
40-VSD,พังงา,277.33,2026-03,single_scene_good,1,4454,4448,99.87,GOOD,0.5046,0.5316,0.4103,-0.1197,0.2248
40-VSD,พังงา,277.33,2026-08,same_month_multi_scene_composite,2,4454,4291,96.34,GOOD,0.4966,0.5322,0.423,-0.089,0.2207
41-VSD,พังงา,178.92,2023-09,same_month_multi_scene_composite,3,2859,2808,98.22,GOOD,0.5024,0.5229,0.4213,-0.1233,0.2286
41-VSD,พังงา,178.92,2023-12,single_scene_good,1,2859,2847,99.58,GOOD,0.5393,0.5536,0.4467,-0.1061,0.2422
41-VSD,พังงา,178.92,2024-03,single_scene_good,1,2859,2853,99.79,GOOD,0.5064,0.519,0.4041,-0.112,0.2131
41-VSD,พังงา,178.92,2024-06,single_scene_good,1,2859,2794,97.73,GOOD,0.5396,0.55,0.4236,-0.126,0.2328
41-VSD,พังงา,178.92,2024-09,same_month_multi_scene_composite,2,2859,1356,47.43,LOW_QA,0.5277,0.5435,0.4098,-0.1418,0.247
41-VSD,พังงา,178.92,2024-12,same_month_multi_scene_composite,4,2859,2646,92.55,PARTIAL,0.5456,0.5572,0.4549,-0.1182,0.2284
41-VSD,พังงา,178.92,2025-03,single_scene_good,1,2859,2717,95.03,GOOD,0.5088,0.5167,0.3762,-0.1183,0.2235
41-VSD,พังงา,178.92,2025-06,single_scene_good,1,2859,2821,98.67,GOOD,0.5559,0.5709,0.4226,-0.1401,0.2437
41-VSD,พังงา,178.92,2025-09,same_month_multi_scene_composite,2,2859,2400,83.95,PARTIAL,0.5232,0.5459,0.4493,-0.0864,0.2362
41-VSD,พังงา,178.92,2025-12,same_month_multi_scene_composite,13,2859,2715,94.96,PARTIAL,0.5545,0.568,0.4556,-0.12,0.2295
41-VSD,พังงา,178.92,2026-03,single_scene_good,1,2859,2752,96.26,GOOD,0.5085,0.528,0.415,-0.1365,0.1811
41-VSD,พังงา,178.92,2026-08,same_month_multi_scene_composite,2,2859,2119,74.12,PARTIAL,0.5338,0.5476,0.4329,-0.1059,0.2429
42-VSD,พังงา,223.01,2023-09,single_scene_good,1,3589,3527,98.27,GOOD,0.5472,0.5627,0.4461,-0.1434,0.2404
42-VSD,พังงา,223.01,2023-12,single_scene_good,1,3589,3465,96.54,GOOD,0.5344,0.5494,0.45,-0.1078,0.2351
42-VSD,พังงา,223.01,2024-03,single_scene_good,1,3589,3589,100.0,GOOD,0.4695,0.4876,0.3952,-0.1016,0.1692
42-VSD,พังงา,223.01,2024-06,single_scene_good,1,3589,3589,100.0,GOOD,0.5207,0.5363,0.4142,-0.1299,0.2208
42-VSD,พังงา,223.01,2024-09,same_month_multi_scene_composite,2,3589,2284,63.64,PARTIAL,0.5362,0.5497,0.42,-0.1499,0.2442
42-VSD,พังงา,223.01,2024-12,single_scene_good,1,3589,3565,99.33,GOOD,0.5013,0.5143,0.4247,-0.0907,0.2107
42-VSD,พังงา,223.01,2025-03,single_scene_good,1,3589,3574,99.58,GOOD,0.4622,0.4748,0.3603,-0.0995,0.1692
42-VSD,พังงา,223.01,2025-06,single_scene_good,1,3589,3573,99.55,GOOD,0.542,0.5574,0.4153,-0.1378,0.2318
42-VSD,พังงา,223.01,2025-09,same_month_multi_scene_composite,2,3589,3346,93.23,PARTIAL,0.5057,0.5253,0.436,-0.0848,0.2079
42-VSD,พังงา,223.01,2025-12,single_scene_good,1,3589,3582,99.8,GOOD,0.5304,0.5478,0.4252,-0.1151,0.2239
42-VSD,พังงา,223.01,2026-03,single_scene_good,1,3589,3543,98.72,GOOD,0.4967,0.5111,0.4046,-0.1241,0.1727
42-VSD,พังงา,223.01,2026-08,same_month_multi_scene_composite,2,3589,3135,87.35,PARTIAL,0.4465,0.4537,0.369,-0.0655,0.1947
43-VSD,พังงา,122.82,2023-09,same_month_multi_scene_composite,3,1967,1631,82.92,PARTIAL,0.5264,0.538,0.4335,-0.1265,0.2427
43-VSD,พังงา,122.82,2023-12,single_scene_good,1,1967,1967,100.0,GOOD,0.5316,0.5536,0.4636,-0.1293,0.2211
43-VSD,พังงา,122.82,2024-03,single_scene_good,1,1967,1967,100.0,GOOD,0.4585,0.4778,0.3939,-0.0863,0.168
43-VSD,พังงา,122.82,2024-06,single_scene_good,1,1967,1967,100.0,GOOD,0.4869,0.5022,0.3953,-0.1153,0.1906
43-VSD,พังงา,122.82,2024-09,same_month_multi_scene_composite,2,1967,1087,55.26,PARTIAL,0.5206,0.5531,0.4337,-0.1507,0.2445
43-VSD,พังงา,122.82,2024-12,single_scene_good,1,1967,1967,100.0,GOOD,0.5298,0.5509,0.4598,-0.1133,0.2232
43-VSD,พังงา,122.82,2025-03,single_scene_good,1,1967,1967,100.0,GOOD,0.5057,0.5268,0.4045,-0.1471,0.1965
43-VSD,พังงา,122.82,2025-06,single_scene_good,1,1967,1967,100.0,GOOD,0.508,0.5252,0.4159,-0.1142,0.2178
43-VSD,พังงา,122.82,2025-09,same_month_multi_scene_composite,2,1967,1219,61.97,PARTIAL,0.5258,0.5453,0.4507,-0.1209,0.2106
43-VSD,พังงา,122.82,2025-12,single_scene_good,1,1967,1967,100.0,GOOD,0.5288,0.5455,0.4612,-0.1009,0.1907
43-VSD,พังงา,122.82,2026-03,single_scene_good,1,1967,1967,100.0,GOOD,0.5319,0.5522,0.3917,-0.1617,0.2108
43-VSD,พังงา,122.82,2026-08,single_scene_partial,1,1967,1044,53.08,PARTIAL,0.5184,0.5406,0.4482,-0.0846,0.2405
44-VSD,พังงา,221.07,2023-09,single_scene_partial,1,3539,3012,85.11,PARTIAL,0.5635,0.568,0.4488,-0.1608,0.2498
44-VSD,พังงา,221.07,2023-12,single_scene_good,1,3539,3539,100.0,GOOD,0.4923,0.5045,0.4177,-0.1016,0.2012
44-VSD,พังงา,221.07,2024-03,single_scene_good,1,3539,3539,100.0,GOOD,0.5532,0.5662,0.4273,-0.1715,0.2443
44-VSD,พังงา,221.07,2024-06,single_scene_good,1,3539,3473,98.14,GOOD,0.532,0.5425,0.4195,-0.1412,0.2244
44-VSD,พังงา,221.07,2024-09,single_scene_good,1,3539,3481,98.36,GOOD,0.5578,0.57,0.4477,-0.1668,0.2599
44-VSD,พังงา,221.07,2024-12,same_month_multi_scene_composite,3,3539,3394,95.9,GOOD,0.5158,0.5262,0.4392,-0.1035,0.2517
44-VSD,พังงา,221.07,2025-03,single_scene_good,1,3539,3516,99.35,GOOD,0.5491,0.5621,0.4192,-0.1593,0.2285
44-VSD,พังงา,221.07,2025-06,same_month_multi_scene_composite,4,3539,3539,100.0,GOOD,0.5465,0.5588,0.4349,-0.1664,0.2345
44-VSD,พังงา,221.07,2025-09,same_month_multi_scene_composite,3,3539,2624,74.15,PARTIAL,0.5102,0.5404,0.4337,-0.1376,0.2159
44-VSD,พังงา,221.07,2025-12,single_scene_good,1,3539,3456,97.65,GOOD,0.5656,0.5773,0.4704,-0.1485,0.2354
44-VSD,พังงา,221.07,2026-03,single_scene_good,1,3539,3530,99.75,GOOD,0.5553,0.5687,0.3897,-0.174,0.2304
44-VSD,พังงา,221.07,2026-08,same_month_multi_scene_composite,3,3539,3099,87.57,PARTIAL,0.4681,0.4945,0.3908,-0.1095,0.2101
66-VSD,ตรัง,97.17,2023-09,single_scene_good,1,1553,1553,100.0,GOOD,0.5046,0.5077,0.3766,-0.2165,0.2398
66-VSD,ตรัง,97.17,2023-12,single_scene_good,1,1553,1553,100.0,GOOD,0.3443,0.3368,0.2649,-0.3529,0.132
66-VSD,ตรัง,97.17,2024-03,single_scene_good,1,1553,1553,100.0,GOOD,0.3872,0.3857,0.2819,-0.3415,0.1574
66-VSD,ตรัง,97.17,2024-06,single_scene_good,1,1553,1553,100.0,GOOD,0.3365,0.3351,0.2738,-0.0477,0.161
66-VSD,ตรัง,97.17,2024-09,same_month_multi_scene_composite,2,1553,1494,96.2,GOOD,0.4696,0.4718,0.3477,-0.2456,0.2344
66-VSD,ตรัง,97.17,2024-12,single_scene_good,1,1553,1553,100.0,GOOD,0.4823,0.4857,0.3672,-0.2658,0.2027
66-VSD,ตรัง,97.17,2025-03,single_scene_good,1,1553,1553,100.0,GOOD,0.4597,0.4634,0.3243,-0.3008,0.2084
66-VSD,ตรัง,97.17,2025-06,single_scene_good,1,1553,1553,100.0,GOOD,0.5227,0.5238,0.3457,-0.2327,0.242
66-VSD,ตรัง,97.17,2025-09,single_scene_good,1,1553,1553,100.0,GOOD,0.5373,0.5398,0.3482,-0.2701,0.2652
66-VSD,ตรัง,97.17,2025-12,single_scene_good,1,1553,1553,100.0,GOOD,0.4962,0.5018,0.3452,-0.267,0.2153
66-VSD,ตรัง,97.17,2026-03,single_scene_good,1,1553,1553,100.0,GOOD,0.3516,0.3843,0.273,-0.3264,0.1457
66-VSD,ตรัง,97.17,2026-08,single_scene_good,1,1553,1553,100.0,GOOD,0.4773,0.4818,0.3632,-0.2618,0.2183
85-VSD,สตูล,599.58,2023-09,single_scene_good,1,9631,9456,98.18,GOOD,0.4903,0.5028,0.4062,-0.0646,0.2066
85-VSD,สตูล,599.58,2023-12,same_month_multi_scene_composite,2,9631,9094,94.42,PARTIAL,0.527,0.5409,0.4358,-0.0892,0.2129
85-VSD,สตูล,599.58,2024-03,single_scene_good,1,9631,9499,98.63,GOOD,0.5125,0.5225,0.3944,-0.1313,0.1942
85-VSD,สตูล,599.58,2024-06,single_scene_good,1,9631,9603,99.71,GOOD,0.5028,0.5114,0.3945,-0.0828,0.1944
85-VSD,สตูล,599.58,2024-09,same_month_multi_scene_composite,2,9631,8967,93.11,PARTIAL,0.5374,0.5498,0.4339,-0.1233,0.2124
85-VSD,สตูล,599.58,2024-12,single_scene_good,1,9631,9223,95.76,GOOD,0.5274,0.5446,0.4496,-0.0964,0.209
85-VSD,สตูล,599.58,2025-03,single_scene_good,1,9631,9543,99.09,GOOD,0.4946,0.5034,0.3975,-0.0908,0.1922
85-VSD,สตูล,599.58,2025-06,same_month_multi_scene_composite,3,9631,9422,97.83,GOOD,0.504,0.5183,0.3968,-0.1013,0.2
85-VSD,สตูล,599.58,2025-09,no_data,0,9631,0,0.0,NO_DATA,,,,,
85-VSD,สตูล,599.58,2025-12,single_scene_good,1,9631,9370,97.29,GOOD,0.559,0.5656,0.46,-0.1148,0.225
85-VSD,สตูล,599.58,2026-03,single_scene_good,1,9631,9503,98.67,GOOD,0.4986,0.5101,0.3609,-0.1242,0.1898
85-VSD,สตูล,599.58,2026-08,same_month_multi_scene_composite,2,9631,7162,74.36,PARTIAL,0.5077,0.5132,0.4117,-0.0883,0.2053
86-VSD,สตูล,1141.96,2023-09,single_scene_good,1,18293,18293,100.0,GOOD,0.5521,0.5596,0.4335,-0.13,0.2417
86-VSD,สตูล,1141.96,2023-12,same_month_multi_scene_composite,2,18293,16087,87.94,PARTIAL,0.5546,0.5696,0.4589,-0.1377,0.2385
86-VSD,สตูล,1141.96,2024-03,single_scene_good,1,18293,18289,99.98,GOOD,0.5234,0.5345,0.3893,-0.1447,0.2131
86-VSD,สตูล,1141.96,2024-06,same_month_multi_scene_composite,3,18293,18040,98.62,GOOD,0.5095,0.5253,0.3973,-0.1127,0.234
86-VSD,สตูล,1141.96,2024-09,same_month_multi_scene_composite,3,18293,12320,67.35,PARTIAL,0.498,0.512,0.4061,-0.0818,0.2356
86-VSD,สตูล,1141.96,2024-12,single_scene_good,1,18293,17641,96.44,GOOD,0.5508,0.5599,0.4567,-0.1268,0.2282
86-VSD,สตูล,1141.96,2025-03,single_scene_good,1,18293,18136,99.14,GOOD,0.5198,0.5316,0.3783,-0.1437,0.2266
86-VSD,สตูล,1141.96,2025-06,single_scene_good,1,18293,17901,97.86,GOOD,0.5605,0.5683,0.4403,-0.1318,0.2452
86-VSD,สตูล,1141.96,2025-09,single_scene_partial,1,18293,15775,86.24,PARTIAL,0.4669,0.4845,0.3672,-0.0821,0.2254
86-VSD,สตูล,1141.96,2025-12,single_scene_good,1,18293,17820,97.41,GOOD,0.5667,0.5708,0.4545,-0.1453,0.2338
86-VSD,สตูล,1141.96,2026-03,single_scene_good,1,18293,18223,99.62,GOOD,0.5261,0.5384,0.3659,-0.1459,0.2173
86-VSD,สตูล,1141.96,2026-08,single_scene_good,1,18293,18201,99.5,GOOD,0.5479,0.5559,0.4315,-0.1277,0.237
87-VSD,สมุทรสงคราม,92.92,2023-09,single_scene_good,1,1494,1494,100.0,GOOD,0.5133,0.5338,0.3934,-0.1629,0.2346
87-VSD,สมุทรสงคราม,92.92,2023-12,single_scene_good,1,1494,1494,100.0,GOOD,0.448,0.4644,0.3508,-0.123,0.1748
87-VSD,สมุทรสงคราม,92.92,2024-03,single_scene_good,1,1494,1494,100.0,GOOD,0.423,0.4559,0.334,-0.1488,0.1838
87-VSD,สมุทรสงคราม,92.92,2024-06,same_month_multi_scene_composite,2,1494,747,50.0,PARTIAL,0.425,0.4629,0.3446,-0.1568,0.2304
87-VSD,สมุทรสงคราม,92.92,2024-09,single_scene_good,1,1494,1494,100.0,GOOD,0.541,0.5592,0.3938,-0.1889,0.2401
87-VSD,สมุทรสงคราม,92.92,2024-12,single_scene_good,1,1494,1494,100.0,GOOD,0.504,0.5257,0.3978,-0.1417,0.2052
87-VSD,สมุทรสงคราม,92.92,2025-03,single_scene_good,1,1494,1494,100.0,GOOD,0.3815,0.4047,0.2844,-0.1157,0.1691
87-VSD,สมุทรสงคราม,92.92,2025-06,single_scene_good,1,1494,1494,100.0,GOOD,0.4681,0.4874,0.3321,-0.1849,0.2149
87-VSD,สมุทรสงคราม,92.92,2025-09,single_scene_good,1,1494,1494,100.0,GOOD,0.2132,0.2157,0.1424,0.1104,0.1316
87-VSD,สมุทรสงคราม,92.92,2025-12,single_scene_good,1,1494,1494,100.0,GOOD,0.5114,0.5284,0.3674,-0.1633,0.2086
87-VSD,สมุทรสงคราม,92.92,2026-03,single_scene_good,1,1494,1494,100.0,GOOD,0.4849,0.509,0.3224,-0.1613,0.2051
87-VSD,สมุทรสงคราม,92.92,2026-08,single_scene_good,1,1494,1494,100.0,GOOD,0.5253,0.5435,0.3946,-0.1862,0.236
88-VSD,ปัตตานี,257.66,2023-09,single_scene_partial,1,4121,341,8.27,LOW_QA,0.4226,0.4241,0.3182,-0.1,0.1733
88-VSD,ปัตตานี,257.66,2023-12,same_month_multi_scene_composite,3,4121,4111,99.76,GOOD,0.4175,0.4456,0.3415,-0.0947,0.1811
88-VSD,ปัตตานี,257.66,2024-03,single_scene_good,1,4121,4121,100.0,GOOD,0.4005,0.4258,0.3077,-0.0991,0.1612
88-VSD,ปัตตานี,257.66,2024-06,single_scene_good,1,4121,4121,100.0,GOOD,0.3799,0.3961,0.2892,-0.1284,0.1458
88-VSD,ปัตตานี,257.66,2024-09,single_scene_good,1,4121,4121,100.0,GOOD,0.4438,0.4628,0.3395,-0.1746,0.1814
88-VSD,ปัตตานี,257.66,2024-12,single_scene_partial,1,4121,12,0.29,NO_DATA,0.0955,0.0886,0.0408,0.0466,0.0454
88-VSD,ปัตตานี,257.66,2025-03,same_month_multi_scene_composite,3,4121,4121,100.0,GOOD,0.4058,0.4393,0.324,-0.0911,0.1714
88-VSD,ปัตตานี,257.66,2025-06,single_scene_partial,1,4121,670,16.26,LOW_QA,0.3678,0.3691,0.2797,-0.0739,0.1636
88-VSD,ปัตตานี,257.66,2025-09,same_month_multi_scene_composite,2,4121,893,21.67,LOW_QA,0.4048,0.4094,0.2793,-0.1347,0.1897
88-VSD,ปัตตานี,257.66,2025-12,single_scene_good,1,4121,4024,97.65,GOOD,0.3631,0.4205,0.311,-0.0781,0.1524
88-VSD,ปัตตานี,257.66,2026-03,single_scene_good,1,4121,4121,100.0,GOOD,0.3342,0.3791,0.271,-0.0969,0.1433
88-VSD,ปัตตานี,257.66,2026-08,single_scene_partial,1,4121,1330,32.27,LOW_QA,0.3521,0.3797,0.2638,-0.1624,0.1494
89-VSD,ปัตตานี,25.72,2023-09,single_scene_partial,1,443,68,15.35,LOW_QA,0.4904,0.4965,0.3607,-0.1262,0.2305
89-VSD,ปัตตานี,25.72,2023-12,single_scene_good,1,443,443,100.0,GOOD,0.5542,0.5943,0.47,-0.2203,0.2867
89-VSD,ปัตตานี,25.72,2024-03,single_scene_good,1,443,443,100.0,GOOD,0.4758,0.4841,0.3483,-0.2316,0.2005
89-VSD,ปัตตานี,25.72,2024-06,single_scene_good,1,443,443,100.0,GOOD,0.5147,0.5197,0.3925,-0.2407,0.2174
89-VSD,ปัตตานี,25.72,2024-09,single_scene_good,1,443,443,100.0,GOOD,0.6483,0.6504,0.4909,-0.2695,0.318
89-VSD,ปัตตานี,25.72,2024-12,single_scene_good,1,443,443,100.0,GOOD,0.5441,0.5727,0.4523,-0.2098,0.2872
89-VSD,ปัตตานี,25.72,2025-03,single_scene_good,1,443,442,99.77,GOOD,0.5241,0.5489,0.3669,-0.2316,0.2667
89-VSD,ปัตตานี,25.72,2025-06,single_scene_partial,1,443,68,15.35,LOW_QA,0.5195,0.5277,0.3748,-0.2203,0.2825
89-VSD,ปัตตานี,25.72,2025-09,single_scene_good,1,443,443,100.0,GOOD,0.6359,0.6344,0.4275,-0.2758,0.3397
89-VSD,ปัตตานี,25.72,2025-12,single_scene_good,1,443,443,100.0,GOOD,0.5507,0.5744,0.4383,-0.2332,0.2502
89-VSD,ปัตตานี,25.72,2026-03,single_scene_good,1,443,443,100.0,GOOD,0.4536,0.4683,0.35,-0.2409,0.207
89-VSD,ปัตตานี,25.72,2026-08,single_scene_good,1,443,443,100.0,GOOD,0.5288,0.5403,0.3839,-0.2402,0.2592
90-VSD,ปัตตานี,22.42,2023-09,no_data,0,361,0,0.0,NO_DATA,,,,,
90-VSD,ปัตตานี,22.42,2023-12,single_scene_good,1,361,357,98.89,GOOD,0.4608,0.4711,0.3719,-0.0993,0.1554
90-VSD,ปัตตานี,22.42,2024-03,single_scene_good,1,361,361,100.0,GOOD,0.4552,0.4728,0.3593,-0.0552,0.1667
90-VSD,ปัตตานี,22.42,2024-06,single_scene_good,1,361,361,100.0,GOOD,0.4645,0.4898,0.3672,-0.0522,0.1689
90-VSD,ปัตตานี,22.42,2024-09,single_scene_good,1,361,361,100.0,GOOD,0.5476,0.5852,0.4351,-0.104,0.2203
90-VSD,ปัตตานี,22.42,2024-12,same_month_multi_scene_composite,2,361,332,91.97,PARTIAL,0.5014,0.5135,0.4195,-0.0653,0.2301
90-VSD,ปัตตานี,22.42,2025-03,single_scene_good,1,361,355,98.34,GOOD,0.357,0.3471,0.2722,-0.0195,0.158
90-VSD,ปัตตานี,22.42,2025-06,single_scene_good,1,361,354,98.06,GOOD,0.4451,0.4599,0.3722,0.0141,0.2046
90-VSD,ปัตตานี,22.42,2025-09,single_scene_good,1,361,361,100.0,GOOD,0.5328,0.5562,0.4078,-0.075,0.2138
90-VSD,ปัตตานี,22.42,2025-12,same_month_multi_scene_composite,3,361,279,77.29,PARTIAL,0.3332,0.3065,0.2499,-0.0251,0.0852
90-VSD,ปัตตานี,22.42,2026-03,single_scene_good,1,361,361,100.0,GOOD,0.4899,0.5164,0.3983,-0.0648,0.1891
90-VSD,ปัตตานี,22.42,2026-08,single_scene_partial,1,361,277,76.73,PARTIAL,0.4298,0.4717,0.3354,-0.0964,0.1856
93-VSD,ปัตตานี,82.63,2023-09,no_data,0,1326,0,0.0,NO_DATA,,,,,
93-VSD,ปัตตานี,82.63,2023-12,single_scene_good,1,1326,1290,97.29,GOOD,0.5095,0.5214,0.4031,-0.1457,0.2163
93-VSD,ปัตตานี,82.63,2024-03,single_scene_good,1,1326,1326,100.0,GOOD,0.4527,0.4658,0.3419,-0.1507,0.1804
93-VSD,ปัตตานี,82.63,2024-06,single_scene_good,1,1326,1319,99.47,GOOD,0.4667,0.4777,0.3426,-0.1692,0.1923
93-VSD,ปัตตานี,82.63,2024-09,single_scene_good,1,1326,1326,100.0,GOOD,0.544,0.5606,0.4267,-0.1896,0.23
93-VSD,ปัตตานี,82.63,2024-12,single_scene_partial,1,1326,871,65.69,PARTIAL,0.5275,0.5362,0.4158,-0.094,0.2634
93-VSD,ปัตตานี,82.63,2025-03,single_scene_good,1,1326,1326,100.0,GOOD,0.4232,0.4402,0.3242,-0.149,0.1689
93-VSD,ปัตตานี,82.63,2025-06,no_data,0,1326,0,0.0,NO_DATA,,,,,
93-VSD,ปัตตานี,82.63,2025-09,single_scene_good,1,1326,1280,96.53,GOOD,0.4902,0.5053,0.3694,-0.1879,0.2008
93-VSD,ปัตตานี,82.63,2025-12,same_month_multi_scene_composite,2,1326,1106,83.41,PARTIAL,0.4902,0.4956,0.3755,-0.1429,0.2056
93-VSD,ปัตตานี,82.63,2026-03,single_scene_good,1,1326,1326,100.0,GOOD,0.4037,0.4146,0.3029,-0.1578,0.1518
93-VSD,ปัตตานี,82.63,2026-08,single_scene_good,1,1326,1326,100.0,GOOD,0.4569,0.4677,0.3264,-0.1907,0.1937
94-VSD,ปัตตานี,140.87,2023-09,no_data,0,2256,0,0.0,NO_DATA,,,,,
94-VSD,ปัตตานี,140.87,2023-12,single_scene_good,1,2256,2174,96.37,GOOD,0.5175,0.5206,0.4007,-0.2084,0.215
94-VSD,ปัตตานี,140.87,2024-03,single_scene_good,1,2256,2256,100.0,GOOD,0.4442,0.447,0.3284,-0.2314,0.1704
94-VSD,ปัตตานี,140.87,2024-06,same_month_multi_scene_composite,3,2256,2256,100.0,GOOD,0.4385,0.4404,0.3163,-0.2454,0.1767
94-VSD,ปัตตานี,140.87,2024-09,single_scene_good,1,2256,2256,100.0,GOOD,0.5585,0.5679,0.4349,-0.2583,0.242
94-VSD,ปัตตานี,140.87,2024-12,single_scene_good,1,2256,2214,98.14,GOOD,0.5091,0.5127,0.3948,-0.1441,0.2481
94-VSD,ปัตตานี,140.87,2025-03,single_scene_good,1,2256,2256,100.0,GOOD,0.4508,0.4537,0.3385,-0.212,0.176
94-VSD,ปัตตานี,140.87,2025-06,no_data,0,2256,0,0.0,NO_DATA,,,,,
94-VSD,ปัตตานี,140.87,2025-09,single_scene_good,1,2256,2256,100.0,GOOD,0.5461,0.5575,0.4171,-0.253,0.2407
94-VSD,ปัตตานี,140.87,2025-12,same_month_multi_scene_composite,3,2256,1511,66.98,PARTIAL,0.4953,0.5029,0.3804,-0.1774,0.2082
94-VSD,ปัตตานี,140.87,2026-03,single_scene_good,1,2256,2256,100.0,GOOD,0.4415,0.4407,0.321,-0.2215,0.1678
